date,Usage_kWh,Lagging_Current_Reactive.Power_kVarh,Leading_Current_Reactive_Power_kVarh,Lagging_Current_Power_Factor,Leading_Current_Power_Factor,WeekStatus,Day_of_week,Load_Type
07/01/2018 16:15,4.21,0.00,23.80,100.00,17.42,Weekend,Sunday,Light_Load
19/03/2018 12:00,60.12,45.65,0.00,79.64,100.00,Weekday,Monday,Maximum_Load
21/01/2018 02:45,40.03,30.24,0.00,79.79,100.00,Weekend,Sunday,Light_Load
02/01/2018 06:00,3.67,3.96,0.00,67.97,100.00,Weekday,Tuesday,Light_Load
01/05/2018 10:45,3.10,0.00,16.92,100.00,18.02,Weekday,Tuesday,Light_Load
07/03/2018 08:15,54.72,42.95,0.00,78.66,100.00,Weekday,Wednesday,Light_Load
15/10/2018 17:15,87.52,36.47,0.00,92.31,100.00,Weekday,Monday,Medium_Load
30/08/2018 00:00,2.74,4.86,0.00,49.11,100.00,Weekday,Thursday,Light_Load
30/03/2018 03:00,3.13,4.14,0.00,60.31,100.00,Weekday,Friday,Light_Load
01/09/2018 20:45,2.99,0.00,11.20,100.00,25.79,Weekend,Saturday,Medium_Load
01/10/2018 16:45,51.37,28.15,0.00,87.70,100.00,Weekday,Monday,Maximum_Load
18/01/2018 19:45,141.66,60.01,0.00,92.08,100.00,Weekday,Thursday,Maximum_Load
17/06/2018 19:45,2.99,0.00,17.14,100.00,17.19,Weekend,Sunday,Light_Load
04/03/2018 02:15,3.06,3.96,0.00,61.14,100.00,Weekend,Sunday,Light_Load
29/06/2018 18:45,51.34,27.14,0.00,88.41,100.00,Weekday,Friday,Medium_Load
23/10/2018 00:30,3.60,6.37,0.00,49.20,100.00,Weekday,Tuesday,Light_Load
05/06/2018 19:30,124.27,59.11,0.00,90.30,100.00,Weekday,Tuesday,Medium_Load
28/10/2018 10:00,3.17,0.00,10.58,100.00,28.70,Weekend,Sunday,Light_Load
05/07/2018 07:15,3.06,4.61,0.00,55.30,100.00,Weekday,Thursday,Light_Load
30/09/2018 13:45,2.74,0.00,11.88,100.00,22.47,Weekend,Sunday,Light_Load
06/03/2018 15:45,73.69,25.99,0.00,94.31,100.00,Weekday,Tuesday,Maximum_Load
05/11/2018 07:15,3.31,4.10,0.00,62.82,100.00,Weekday,Monday,Light_Load
29/09/2018 18:15,3.35,0.00,6.44,100.00,46.15,Weekend,Saturday,Medium_Load
11/09/2018 20:00,32.15,10.58,0.00,94.99,100.00,Weekday,Tuesday,Medium_Load
27/11/2018 20:30,49.21,13.43,0.00,96.47,100.00,Weekday,Tuesday,Medium_Load
18/06/2018 08:45,92.41,65.66,0.00,81.52,100.00,Weekday,Monday,Light_Load
23/05/2018 11:15,110.09,73.30,0.00,83.24,100.00,Weekday,Wednesday,Maximum_Load
10/01/2018 08:15,94.61,58.90,0.00,84.89,100.00,Weekday,Wednesday,Light_Load
12/03/2018 08:30,87.30,59.51,0.00,82.63,100.00,Weekday,Monday,Light_Load
13/02/2018 04:45,5.94,5.65,0.00,72.46,100.00,Weekday,Tuesday,Light_Load
08/07/2018 08:00,18.76,16.81,0.00,74.48,100.00,Weekend,Sunday,Light_Load
03/01/2018 12:30,8.21,0.00,26.21,100.00,29.89,Weekday,Wednesday,Medium_Load
02/10/2018 00:45,2.63,4.43,0.00,51.05,100.00,Weekday,Tuesday,Light_Load
05/03/2018 19:45,71.64,20.59,0.00,96.11,100.00,Weekday,Monday,Medium_Load
05/11/2018 13:30,68.87,43.06,0.00,84.79,100.00,Weekday,Monday,Medium_Load
26/12/2018 10:15,52.06,19.22,0.00,93.81,100.00,Weekday,Wednesday,Maximum_Load
26/05/2018 01:30,3.10,5.18,0.00,51.35,100.00,Weekend,Saturday,Light_Load
30/01/2018 18:45,63.50,25.09,0.00,93.00,100.00,Weekday,Tuesday,Maximum_Load
17/02/2018 07:15,3.78,5.29,0.00,58.14,100.00,Weekend,Saturday,Light_Load
20/06/2018 16:30,52.16,23.94,0.00,90.88,100.00,Weekday,Wednesday,Maximum_Load
22/09/2018 01:15,2.52,4.50,0.00,48.86,100.00,Weekend,Saturday,Light_Load
10/10/2018 05:30,2.92,4.72,0.00,52.61,100.00,Weekday,Wednesday,Light_Load
20/07/2018 07:00,2.74,5.18,0.00,46.76,100.00,Weekday,Friday,Light_Load
15/03/2018 21:45,4.28,0.00,23.29,100.00,18.07,Weekday,Thursday,Medium_Load
30/04/2018 03:15,2.88,4.39,0.00,54.85,100.00,Weekday,Monday,Light_Load
12/05/2018 21:15,3.82,0.00,25.74,100.00,14.68,Weekend,Saturday,Medium_Load
27/04/2018 13:30,62.35,20.27,0.00,95.10,100.00,Weekday,Friday,Maximum_Load
07/10/2018 19:45,2.84,0.00,11.74,100.00,23.51,Weekend,Sunday,Light_Load
22/08/2018 21:30,3.02,0.00,13.32,100.00,22.11,Weekday,Wednesday,Medium_Load
19/01/2018 20:00,106.74,42.84,0.00,92.80,100.00,Weekday,Friday,Maximum_Load
27/04/2018 17:15,40.03,8.64,0.00,97.75,100.00,Weekday,Friday,Medium_Load
06/11/2018 12:30,5.90,0.00,17.86,100.00,31.37,Weekday,Tuesday,Medium_Load
15/05/2018 00:00,3.82,4.72,0.00,62.91,100.00,Weekday,Tuesday,Light_Load
01/11/2018 08:30,106.49,69.55,0.00,83.73,100.00,Weekday,Thursday,Light_Load
08/12/2018 23:30,3.71,3.10,0.14,76.74,99.93,Weekend,Saturday,Light_Load
04/08/2018 14:30,3.35,0.00,21.89,100.00,15.13,Weekend,Saturday,Light_Load
20/07/2018 22:45,3.60,0.00,3.89,100.00,67.92,Weekday,Friday,Medium_Load
24/12/2018 02:00,3.49,2.52,0.00,81.07,100.00,Weekday,Monday,Light_Load
24/12/2018 08:15,21.89,13.18,0.32,85.67,99.99,Weekday,Monday,Light_Load
20/08/2018 22:45,2.77,4.50,0.00,52.42,100.00,Weekday,Monday,Medium_Load
01/08/2018 11:15,2.59,0.00,8.17,100.00,30.22,Weekday,Wednesday,Light_Load
21/10/2018 15:45,10.37,0.22,11.88,99.98,65.76,Weekend,Sunday,Light_Load
11/06/2018 12:30,3.71,0.00,16.78,100.00,21.59,Weekday,Monday,Medium_Load
19/01/2018 15:15,77.87,22.93,0.00,95.93,100.00,Weekday,Friday,Medium_Load
29/07/2018 22:30,2.77,5.08,0.00,47.87,100.00,Weekend,Sunday,Medium_Load
26/09/2018 00:30,2.66,5.47,0.00,43.73,100.00,Weekday,Wednesday,Light_Load
04/09/2018 14:15,90.79,46.69,0.00,88.93,100.00,Weekday,Tuesday,Maximum_Load
30/11/2018 15:00,44.71,13.10,0.00,95.97,100.00,Weekday,Friday,Medium_Load
08/06/2018 10:30,45.18,22.54,0.00,89.48,100.00,Weekday,Friday,Maximum_Load
19/06/2018 04:15,2.77,4.57,0.00,51.83,100.00,Weekday,Tuesday,Light_Load
16/08/2018 10:00,80.21,37.01,0.00,90.80,100.00,Weekday,Thursday,Medium_Load
18/08/2018 16:30,89.71,38.41,0.00,91.93,100.00,Weekend,Saturday,Maximum_Load
03/06/2018 17:30,2.99,0.00,16.92,100.00,17.40,Weekend,Sunday,Light_Load
18/03/2018 05:30,3.02,3.06,0.00,70.24,100.00,Weekend,Sunday,Light_Load
08/04/2018 13:00,4.03,0.00,17.10,100.00,22.94,Weekend,Sunday,Medium_Load
20/04/2018 00:30,3.56,3.42,0.00,72.11,100.00,Weekday,Friday,Light_Load
07/02/2018 21:00,41.26,1.33,1.08,99.95,99.97,Weekday,Wednesday,Medium_Load
12/03/2018 20:45,49.79,12.42,0.00,97.03,100.00,Weekday,Monday,Medium_Load
31/05/2018 16:15,52.99,21.02,0.00,92.95,100.00,Weekday,Thursday,Maximum_Load
20/02/2018 21:15,41.11,0.43,1.94,99.99,99.89,Weekday,Tuesday,Medium_Load
04/10/2018 23:45,3.60,6.55,0.00,48.17,100.00,Weekday,Thursday,Light_Load
19/10/2018 12:30,5.18,0.00,17.14,100.00,28.93,Weekday,Friday,Medium_Load
28/12/2018 02:15,3.82,2.56,0.40,83.07,99.46,Weekday,Friday,Light_Load
14/10/2018 23:15,2.74,4.90,0.00,48.81,100.00,Weekend,Sunday,Light_Load
11/07/2018 09:30,53.35,27.54,0.00,88.86,100.00,Weekday,Wednesday,Medium_Load
14/08/2018 17:45,29.92,0.54,4.97,99.98,98.65,Weekday,Tuesday,Medium_Load
24/08/2018 17:30,45.54,17.17,0.04,93.57,100.00,Weekday,Friday,Medium_Load
19/11/2018 01:00,2.95,4.54,0.00,54.49,100.00,Weekday,Monday,Light_Load
08/09/2018 00:45,3.10,5.22,0.00,51.06,100.00,Weekend,Saturday,Light_Load
07/05/2018 17:00,103.79,43.02,0.00,92.38,100.00,Weekday,Monday,Maximum_Load
10/12/2018 00:30,3.02,2.16,0.11,81.34,99.93,Weekday,Monday,Light_Load
15/10/2018 23:15,3.64,6.80,0.00,47.19,100.00,Weekday,Monday,Light_Load
16/12/2018 06:15,3.31,2.41,0.00,80.84,100.00,Weekend,Sunday,Light_Load
19/09/2018 04:30,2.70,5.04,0.00,47.22,100.00,Weekday,Wednesday,Light_Load
25/07/2018 02:15,3.02,4.57,0.00,55.13,100.00,Weekday,Wednesday,Light_Load
15/04/2018 06:30,3.06,3.71,0.00,63.63,100.00,Weekend,Sunday,Light_Load
28/07/2018 14:15,71.53,37.76,0.00,88.43,100.00,Weekend,Saturday,Maximum_Load
29/05/2018 17:30,47.23,12.06,0.04,96.89,100.00,Weekday,Tuesday,Medium_Load
28/10/2018 00:00,2.74,5.00,0.00,48.06,100.00,Weekend,Sunday,Light_Load
20/04/2018 23:00,3.46,3.38,0.00,71.53,100.00,Weekday,Friday,Medium_Load
11/10/2018 23:30,3.82,6.34,0.00,51.61,100.00,Weekday,Thursday,Light_Load
03/08/2018 08:15,2.84,6.16,0.00,41.87,100.00,Weekday,Friday,Light_Load
22/03/2018 00:00,5.08,5.65,0.00,66.86,100.00,Weekday,Thursday,Light_Load
03/01/2018 02:15,4.61,4.39,0.00,72.42,100.00,Weekday,Wednesday,Light_Load
07/04/2018 06:45,3.20,5.36,0.00,51.26,100.00,Weekend,Saturday,Light_Load
16/05/2018 02:30,3.92,5.22,0.00,60.05,100.00,Weekday,Wednesday,Light_Load
30/04/2018 22:30,3.46,4.07,0.00,64.77,100.00,Weekday,Monday,Medium_Load
10/07/2018 08:30,49.54,51.23,0.00,69.52,100.00,Weekday,Tuesday,Light_Load
02/06/2018 22:30,2.95,5.54,0.00,47.00,100.00,Weekend,Saturday,Light_Load
21/04/2018 03:15,2.92,3.28,0.00,66.49,100.00,Weekend,Saturday,Light_Load
21/03/2018 06:30,3.28,3.78,0.00,65.54,100.00,Weekday,Wednesday,Light_Load
05/08/2018 14:00,3.06,0.00,16.24,100.00,18.52,Weekend,Sunday,Light_Load
17/12/2018 08:30,53.35,41.15,0.00,79.18,100.00,Weekday,Monday,Light_Load
29/10/2018 15:00,83.48,39.89,0.00,90.23,100.00,Weekday,Monday,Maximum_Load
01/09/2018 06:45,3.53,6.08,0.00,50.21,100.00,Weekend,Saturday,Light_Load
09/11/2018 11:30,64.19,35.78,0.00,87.35,100.00,Weekday,Friday,Maximum_Load
07/10/2018 20:00,3.06,0.00,14.40,100.00,20.79,Weekend,Sunday,Light_Load
11/11/2018 16:45,4.03,0.00,18.76,100.00,21.00,Weekend,Sunday,Light_Load
02/12/2018 13:30,3.64,0.00,14.00,100.00,25.16,Weekend,Sunday,Light_Load
21/03/2018 02:15,3.60,4.18,0.00,65.26,100.00,Weekday,Wednesday,Light_Load
26/08/2018 22:15,2.99,1.08,3.17,94.05,68.62,Weekend,Sunday,Medium_Load
16/08/2018 09:45,116.60,56.52,0.00,89.99,100.00,Weekday,Thursday,Medium_Load
28/09/2018 06:15,3.85,7.49,0.00,45.72,100.00,Weekday,Friday,Light_Load
04/06/2018 01:45,2.84,5.22,0.00,47.79,100.00,Weekday,Monday,Light_Load
17/07/2018 00:45,2.95,0.00,3.92,100.00,60.13,Weekday,Tuesday,Light_Load
28/12/2018 05:15,3.89,2.70,0.29,82.15,99.72,Weekday,Friday,Light_Load
10/05/2018 10:30,71.24,42.55,0.00,85.85,100.00,Weekday,Thursday,Maximum_Load
29/09/2018 15:30,50.62,21.67,0.00,91.93,100.00,Weekend,Saturday,Maximum_Load
03/02/2018 15:45,38.23,0.90,2.41,99.97,99.80,Weekend,Saturday,Medium_Load
30/03/2018 01:00,3.53,4.14,0.00,64.88,100.00,Weekday,Friday,Light_Load
03/05/2018 05:45,3.67,4.07,0.00,66.97,100.00,Weekday,Thursday,Light_Load
05/06/2018 04:45,3.53,5.90,0.00,51.34,100.00,Weekday,Tuesday,Light_Load
23/11/2018 00:30,4.64,2.41,0.07,88.74,99.99,Weekday,Friday,Light_Load
06/03/2018 15:15,74.63,36.07,0.00,90.04,100.00,Weekday,Tuesday,Maximum_Load
12/05/2018 21:00,3.74,0.00,25.13,100.00,14.72,Weekend,Saturday,Medium_Load
06/04/2018 01:15,3.89,5.29,0.00,59.24,100.00,Weekday,Friday,Light_Load
07/10/2018 04:30,2.66,4.82,0.00,48.32,100.00,Weekend,Sunday,Light_Load
22/09/2018 02:30,3.02,5.87,0.00,45.75,100.00,Weekend,Saturday,Light_Load
24/04/2018 10:15,48.35,9.04,0.00,98.30,100.00,Weekday,Tuesday,Maximum_Load
29/06/2018 17:15,51.88,22.18,0.00,91.95,100.00,Weekday,Friday,Medium_Load
10/01/2018 22:15,4.90,1.98,15.08,92.72,30.90,Weekday,Wednesday,Maximum_Load
04/03/2018 15:45,3.24,0.00,17.71,100.00,18.00,Weekend,Sunday,Light_Load
17/08/2018 11:45,45.07,33.80,0.00,80.00,100.00,Weekday,Friday,Maximum_Load
22/04/2018 00:30,3.17,4.18,0.00,60.43,100.00,Weekend,Sunday,Light_Load
02/06/2018 03:00,2.95,5.26,0.00,48.92,100.00,Weekend,Saturday,Light_Load
10/11/2018 12:30,4.57,0.00,11.45,100.00,37.07,Weekend,Saturday,Medium_Load
01/05/2018 12:45,3.24,0.00,16.27,100.00,19.53,Weekday,Tuesday,Light_Load
01/03/2018 06:00,4.10,5.44,0.00,60.19,100.00,Weekday,Thursday,Light_Load
04/06/2018 07:15,2.95,5.44,0.00,47.67,100.00,Weekday,Monday,Light_Load
01/03/2018 04:00,3.67,4.79,0.00,60.82,100.00,Weekday,Thursday,Light_Load
04/06/2018 03:45,3.31,5.11,0.00,54.37,100.00,Weekday,Monday,Light_Load
20/08/2018 10:45,101.20,63.22,0.00,84.81,100.00,Weekday,Monday,Maximum_Load
12/02/2018 06:45,4.46,4.39,0.00,71.27,100.00,Weekday,Monday,Light_Load
17/04/2018 02:00,3.42,4.46,0.00,60.85,100.00,Weekday,Tuesday,Light_Load
08/06/2018 06:15,2.95,6.26,0.00,42.63,100.00,Weekday,Friday,Light_Load
08/10/2018 02:15,2.56,5.04,0.00,45.29,100.00,Weekday,Monday,Light_Load
26/11/2018 23:30,4.64,3.64,0.04,78.68,100.00,Weekday,Monday,Light_Load
26/04/2018 19:30,119.34,52.81,0.00,91.45,100.00,Weekday,Thursday,Medium_Load
30/04/2018 06:30,3.06,4.18,0.00,59.07,100.00,Weekday,Monday,Light_Load
27/05/2018 15:15,3.28,0.00,16.78,100.00,19.18,Weekend,Sunday,Light_Load
11/11/2018 05:15,2.84,4.50,0.00,53.37,100.00,Weekend,Sunday,Light_Load
23/06/2018 07:00,3.20,4.57,0.00,57.36,100.00,Weekend,Saturday,Light_Load
16/05/2018 04:15,3.24,5.15,0.00,53.25,100.00,Weekday,Wednesday,Light_Load
16/03/2018 08:30,118.66,69.26,0.00,86.36,100.00,Weekday,Friday,Light_Load
05/09/2018 10:30,55.40,37.94,0.00,82.51,100.00,Weekday,Wednesday,Maximum_Load
28/01/2018 11:00,27.86,0.00,10.80,100.00,93.24,Weekend,Sunday,Maximum_Load
18/06/2018 12:45,4.93,0.00,23.51,100.00,20.52,Weekday,Monday,Medium_Load
06/10/2018 13:00,24.23,0.76,2.09,99.95,99.63,Weekend,Saturday,Medium_Load
05/02/2018 05:45,4.50,4.64,0.00,69.62,100.00,Weekday,Monday,Light_Load
16/01/2018 02:15,4.61,5.54,0.00,63.96,100.00,Weekday,Tuesday,Light_Load
27/04/2018 10:30,50.87,11.70,0.18,97.46,100.00,Weekday,Friday,Maximum_Load
09/05/2018 20:15,45.22,15.70,0.00,94.47,100.00,Weekday,Wednesday,Medium_Load
02/10/2018 12:15,3.67,0.00,12.46,100.00,28.25,Weekday,Tuesday,Medium_Load
28/04/2018 13:30,76.28,4.10,0.61,99.86,100.00,Weekend,Saturday,Maximum_Load
14/03/2018 00:45,3.82,4.50,0.00,64.72,100.00,Weekday,Wednesday,Light_Load
22/04/2018 08:15,21.13,19.30,0.00,73.84,100.00,Weekend,Sunday,Light_Load
25/12/2018 00:15,3.85,2.74,0.36,81.47,99.57,Weekday,Tuesday,Light_Load
06/09/2018 03:15,2.95,5.76,0.00,45.58,100.00,Weekday,Thursday,Light_Load
13/05/2018 13:15,3.13,0.00,16.92,100.00,18.19,Weekend,Sunday,Light_Load
04/12/2018 03:15,3.64,4.10,0.00,66.39,100.00,Weekday,Tuesday,Light_Load
26/11/2018 21:30,6.23,0.00,20.84,100.00,28.64,Weekday,Monday,Medium_Load
14/02/2018 07:30,4.18,5.29,0.00,62.00,100.00,Weekday,Wednesday,Light_Load
07/10/2018 14:15,3.13,0.00,15.59,100.00,19.68,Weekend,Sunday,Light_Load
03/09/2018 11:30,39.13,13.00,0.00,94.90,100.00,Weekday,Monday,Maximum_Load
10/04/2018 03:30,3.56,4.10,0.00,65.56,100.00,Weekday,Tuesday,Light_Load
02/07/2018 16:45,49.75,20.92,0.00,92.18,100.00,Weekday,Monday,Maximum_Load
05/05/2018 03:00,3.02,3.89,0.00,61.32,100.00,Weekend,Saturday,Light_Load
26/03/2018 05:30,3.10,3.42,0.00,67.16,100.00,Weekday,Monday,Light_Load
08/04/2018 00:00,2.99,3.53,0.00,64.63,100.00,Weekend,Sunday,Light_Load
21/05/2018 15:00,52.88,28.12,0.00,88.29,100.00,Weekday,Monday,Maximum_Load
07/06/2018 16:00,40.46,11.34,0.00,96.29,100.00,Weekday,Thursday,Maximum_Load
27/01/2018 09:15,32.47,0.00,10.87,100.00,94.83,Weekend,Saturday,Medium_Load
09/08/2018 22:00,3.89,0.00,16.02,100.00,23.60,Weekday,Thursday,Medium_Load
14/05/2018 16:00,60.62,27.47,0.00,91.08,100.00,Weekday,Monday,Maximum_Load
13/06/2018 02:00,3.46,5.18,0.00,55.54,100.00,Weekday,Wednesday,Light_Load
28/08/2018 23:45,2.92,4.68,0.00,52.93,100.00,Weekday,Tuesday,Light_Load
19/02/2018 08:30,59.00,45.86,0.00,78.95,100.00,Weekday,Monday,Light_Load
01/11/2018 12:30,6.44,0.00,17.42,100.00,34.68,Weekday,Thursday,Medium_Load
09/03/2018 02:45,4.93,3.85,0.00,78.81,100.00,Weekday,Friday,Light_Load
10/04/2018 09:00,117.47,56.16,0.00,90.22,100.00,Weekday,Tuesday,Light_Load
11/09/2018 11:30,90.25,49.75,0.00,87.58,100.00,Weekday,Tuesday,Maximum_Load
06/07/2018 06:45,3.20,5.83,0.00,48.12,100.00,Weekday,Friday,Light_Load
13/01/2018 22:15,4.86,1.76,15.44,94.02,30.02,Weekend,Saturday,Maximum_Load
20/07/2018 18:00,31.21,0.00,6.77,100.00,97.73,Weekday,Friday,Medium_Load
24/07/2018 03:45,3.02,5.22,0.00,50.08,100.00,Weekday,Tuesday,Light_Load
14/02/2018 01:30,13.03,9.47,0.00,80.89,100.00,Weekday,Wednesday,Light_Load
04/11/2018 13:30,92.05,26.14,0.00,96.20,100.00,Weekend,Sunday,Medium_Load
24/05/2018 03:30,3.53,4.25,0.00,63.89,100.00,Weekday,Thursday,Light_Load
11/12/2018 22:45,4.97,4.18,0.00,76.53,100.00,Weekday,Tuesday,Maximum_Load
23/03/2018 01:15,3.89,4.90,0.00,62.18,100.00,Weekday,Friday,Light_Load
27/02/2018 13:30,50.62,15.34,0.00,95.70,100.00,Weekday,Tuesday,Medium_Load
25/03/2018 17:45,4.10,0.00,25.92,100.00,15.62,Weekend,Sunday,Medium_Load
27/06/2018 12:30,4.39,0.00,17.06,100.00,24.92,Weekday,Wednesday,Medium_Load
11/11/2018 10:45,2.95,0.00,12.02,100.00,23.84,Weekend,Sunday,Light_Load
18/08/2018 12:45,4.25,0.00,19.55,100.00,21.24,Weekend,Saturday,Medium_Load
28/09/2018 00:30,2.81,5.54,0.00,45.24,100.00,Weekday,Friday,Light_Load
20/10/2018 19:00,4.93,0.00,18.07,100.00,26.32,Weekend,Saturday,Medium_Load
08/12/2018 22:15,3.82,3.92,0.29,69.79,99.71,Weekend,Saturday,Maximum_Load
11/05/2018 08:30,63.58,62.42,0.00,71.36,100.00,Weekday,Friday,Light_Load
27/04/2018 23:30,3.20,3.17,0.00,71.04,100.00,Weekday,Friday,Light_Load
29/06/2018 16:00,61.85,30.17,0.00,89.88,100.00,Weekday,Friday,Maximum_Load
07/08/2018 15:00,42.84,13.90,0.00,95.12,100.00,Weekday,Tuesday,Maximum_Load
16/02/2018 13:30,3.49,0.00,16.81,100.00,20.33,Weekday,Friday,Light_Load
20/04/2018 22:15,4.90,1.62,14.98,94.95,31.09,Weekday,Friday,Medium_Load
21/02/2018 05:45,3.96,3.74,0.00,72.70,100.00,Weekday,Wednesday,Light_Load
24/05/2018 22:00,4.28,0.00,25.42,100.00,16.60,Weekday,Thursday,Medium_Load
10/11/2018 05:00,3.74,7.34,0.00,45.40,100.00,Weekend,Saturday,Light_Load
11/09/2018 15:00,53.64,32.69,0.00,85.39,100.00,Weekday,Tuesday,Maximum_Load
11/01/2018 21:00,71.71,14.65,2.56,97.98,99.94,Weekday,Thursday,Medium_Load
09/06/2018 23:15,2.81,4.54,0.00,52.63,100.00,Weekend,Saturday,Light_Load
25/08/2018 00:00,2.56,4.00,0.00,53.91,100.00,Weekend,Saturday,Light_Load
11/07/2018 15:30,38.84,3.31,0.40,99.64,99.99,Weekday,Wednesday,Maximum_Load
13/07/2018 07:45,3.38,4.54,0.00,59.72,100.00,Weekday,Friday,Light_Load
26/08/2018 17:45,4.25,0.00,18.07,100.00,22.89,Weekend,Sunday,Medium_Load
20/02/2018 12:45,7.38,0.00,25.34,100.00,27.96,Weekday,Tuesday,Medium_Load
10/09/2018 02:00,3.28,5.40,0.00,51.91,100.00,Weekday,Monday,Light_Load
19/06/2018 17:30,41.33,12.53,0.11,95.70,100.00,Weekday,Tuesday,Medium_Load
18/05/2018 13:30,52.88,29.16,0.00,87.57,100.00,Weekday,Friday,Maximum_Load
31/03/2018 15:00,2.99,0.00,17.35,100.00,16.98,Weekend,Saturday,Light_Load
18/06/2018 01:30,2.81,4.10,0.00,56.53,100.00,Weekday,Monday,Light_Load
21/04/2018 11:30,72.36,29.41,0.00,92.64,100.00,Weekend,Saturday,Maximum_Load
03/03/2018 03:30,3.38,3.28,0.00,71.76,100.00,Weekend,Saturday,Light_Load
26/04/2018 08:15,93.53,66.10,0.00,81.66,100.00,Weekday,Thursday,Light_Load
25/06/2018 04:30,2.84,4.57,0.00,52.78,100.00,Weekday,Monday,Light_Load
09/10/2018 16:30,117.40,62.35,0.00,88.32,100.00,Weekday,Tuesday,Maximum_Load
26/04/2018 05:15,3.13,4.36,0.00,58.32,100.00,Weekday,Thursday,Light_Load
30/11/2018 22:00,5.44,0.00,21.17,100.00,24.89,Weekday,Friday,Medium_Load
11/07/2018 06:15,2.74,4.21,0.00,54.55,100.00,Weekday,Wednesday,Light_Load
28/05/2018 17:15,66.71,31.00,0.00,90.69,100.00,Weekday,Monday,Medium_Load
15/04/2018 14:45,3.28,0.00,17.42,100.00,18.50,Weekend,Sunday,Light_Load
30/12/2018 22:15,3.20,2.23,0.54,82.04,98.61,Weekend,Sunday,Light_Load
02/02/2018 21:00,41.11,0.65,1.66,99.99,99.92,Weekday,Friday,Medium_Load
13/10/2018 12:15,3.67,0.00,11.77,100.00,29.77,Weekend,Saturday,Medium_Load
15/06/2018 20:30,97.52,33.01,0.00,94.72,100.00,Weekday,Friday,Medium_Load
05/05/2018 04:45,2.88,3.74,0.00,61.01,100.00,Weekend,Saturday,Light_Load
02/07/2018 11:45,70.70,61.38,0.00,75.51,100.00,Weekday,Monday,Maximum_Load
26/06/2018 10:45,44.78,16.96,0.00,93.52,100.00,Weekday,Tuesday,Maximum_Load
12/08/2018 08:45,2.70,4.25,0.40,53.62,98.92,Weekend,Sunday,Light_Load
24/08/2018 09:15,55.76,33.01,0.00,86.05,100.00,Weekday,Friday,Medium_Load
07/01/2018 08:15,3.82,4.86,0.00,61.80,100.00,Weekend,Sunday,Light_Load
29/09/2018 16:45,24.12,5.33,5.44,97.64,97.55,Weekend,Saturday,Maximum_Load
22/07/2018 19:45,3.46,0.00,17.10,100.00,19.83,Weekend,Sunday,Light_Load
15/03/2018 08:15,63.18,45.90,0.00,80.90,100.00,Weekday,Thursday,Light_Load
10/06/2018 02:45,2.81,4.79,0.00,50.60,100.00,Weekend,Sunday,Light_Load
30/04/2018 06:15,2.84,4.39,0.00,54.32,100.00,Weekday,Monday,Light_Load
03/12/2018 08:30,56.84,44.35,0.00,78.84,100.00,Weekday,Monday,Light_Load
27/12/2018 21:30,5.26,0.00,22.32,100.00,22.94,Weekday,Thursday,Medium_Load
19/08/2018 06:00,2.63,4.97,0.00,46.77,100.00,Weekend,Sunday,Light_Load
08/10/2018 08:30,95.83,67.61,0.00,81.71,100.00,Weekday,Monday,Light_Load
21/12/2018 23:00,5.15,3.02,0.00,86.26,100.00,Weekday,Friday,Maximum_Load
27/09/2018 15:45,115.24,60.62,0.00,88.50,100.00,Weekday,Thursday,Maximum_Load
21/12/2018 01:45,3.89,3.24,0.14,76.84,99.94,Weekday,Friday,Light_Load
18/09/2018 02:45,2.95,5.54,0.00,47.00,100.00,Weekday,Tuesday,Light_Load
04/11/2018 14:30,89.46,24.73,0.00,96.39,100.00,Weekend,Sunday,Medium_Load
15/08/2018 06:45,3.06,4.32,0.00,57.80,100.00,Weekday,Wednesday,Light_Load
18/07/2018 23:45,2.77,0.00,5.04,100.00,48.17,Weekday,Wednesday,Light_Load
10/01/2018 12:00,122.76,61.49,0.00,89.41,100.00,Weekday,Wednesday,Maximum_Load
19/02/2018 06:45,3.38,4.54,0.00,59.72,100.00,Weekday,Monday,Light_Load
23/11/2018 18:45,56.02,21.71,0.00,93.24,100.00,Weekday,Friday,Maximum_Load
25/01/2018 10:15,57.20,9.76,0.00,98.58,100.00,Weekday,Thursday,Maximum_Load
04/12/2018 13:15,32.51,13.39,6.77,92.46,97.90,Weekday,Tuesday,Medium_Load
13/04/2018 15:00,68.76,28.73,0.00,92.27,100.00,Weekday,Friday,Maximum_Load
24/12/2018 19:45,4.10,0.00,21.67,100.00,18.59,Weekday,Monday,Maximum_Load
18/02/2018 08:00,3.06,3.82,0.00,62.52,100.00,Weekend,Sunday,Light_Load
07/05/2018 01:30,2.95,4.39,0.00,55.78,100.00,Weekday,Monday,Light_Load
19/02/2018 17:00,91.73,34.42,0.00,93.63,100.00,Weekday,Monday,Medium_Load
20/12/2018 21:30,4.14,0.00,21.78,100.00,18.67,Weekday,Thursday,Medium_Load
27/11/2018 21:15,25.96,0.04,7.88,100.00,95.69,Weekday,Tuesday,Medium_Load
21/05/2018 08:00,3.20,4.07,0.00,61.81,100.00,Weekday,Monday,Light_Load
11/01/2018 08:00,7.38,3.53,0.04,90.21,100.00,Weekday,Thursday,Light_Load
13/03/2018 16:00,57.74,23.18,0.00,92.80,100.00,Weekday,Tuesday,Maximum_Load
09/10/2018 05:30,3.35,5.51,0.00,51.95,100.00,Weekday,Tuesday,Light_Load
