Date,Global_active_power,Global_reactive_power,Voltage,Global_intensity,Sub_metering_1,Sub_metering_2,Sub_metering_3
16/10/2008,0.520,0.084,238.160,2.200,0.000,0.000,1.000
14/2/2008,1.270,0.000,236.670,5.200,0.000,0.000,17.000
25/10/2007,0.208,0.000,243.070,0.800,0.000,0.000,0.000
29/5/2010,3.186,0.378,236.230,14.000,18.000,0.000,17.000
1/5/2010,0.362,0.108,242.550,1.600,0.000,0.000,0.000
6/10/2008,2.166,0.104,239.990,9.000,0.000,0.000,29.000
29/8/2009,1.330,0.138,241.760,5.400,0.000,0.000,19.000
17/1/2007,1.380,0.000,245.730,5.600,0.000,0.000,19.000
21/8/2009,0.260,0.126,242.960,1.200,0.000,0.000,0.000
1/5/2009,1.494,0.000,240.510,6.200,0.000,0.000,18.000
4/2/2007,1.442,0.224,238.760,6.000,0.000,1.000,17.000
13/10/2009,1.020,0.224,238.630,4.400,0.000,0.000,0.000
5/10/2010,2.748,0.382,237.860,11.600,0.000,37.000,0.000
4/3/2008,2.814,0.132,240.510,12.800,0.000,5.000,0.000
18/3/2010,0.776,0.000,242.470,3.200,0.000,0.000,1.000
19/4/2009,1.302,0.000,239.560,5.400,0.000,0.000,18.000
3/7/2008,0.234,0.130,239.450,1.000,0.000,0.000,0.000
26/9/2008,0.260,0.140,244.600,1.200,0.000,0.000,0.000
14/1/2007,0.650,0.000,238.120,2.800,0.000,0.000,0.000
19/12/2006,0.216,0.000,247.240,0.800,0.000,0.000,0.000
26/3/2008,0.218,0.052,243.900,0.800,0.000,0.000,0.000
1/3/2009,0.270,0.000,248.620,1.200,0.000,0.000,0.000
18/7/2008,0.246,0.102,239.710,1.000,0.000,1.000,1.000
1/3/2007,0.212,0.000,238.780,0.800,0.000,0.000,0.000
5/5/2009,2.650,0.140,240.070,11.000,0.000,38.000,0.000
31/5/2007,1.378,0.138,232.960,5.800,0.000,0.000,17.000
20/12/2006,1.400,0.080,242.410,5.800,0.000,0.000,18.000
23/12/2008,1.598,0.000,239.770,6.600,0.000,0.000,18.000
4/7/2010,0.178,0.000,241.980,0.800,0.000,0.000,1.000
10/6/2009,0.338,0.132,241.110,1.600,0.000,0.000,0.000
2/5/2009,0.814,0.480,239.200,3.800,0.000,1.000,0.000
20/6/2010,1.564,0.230,241.170,6.600,0.000,2.000,19.000
9/11/2007,0.330,0.100,239.020,1.400,0.000,0.000,0.000
8/2/2009,0.340,0.108,247.720,1.400,0.000,0.000,0.000
24/7/2010,0.314,0.206,240.720,1.600,0.000,1.000,1.000
27/3/2007,1.220,0.184,241.800,5.400,0.000,0.000,15.000
15/4/2008,1.420,0.000,244.180,5.800,0.000,0.000,18.000
28/5/2009,0.338,0.084,230.390,1.400,0.000,0.000,1.000
20/10/2010,1.912,0.182,237.250,8.000,0.000,1.000,18.000
3/7/2010,1.240,0.152,239.510,5.200,0.000,1.000,1.000
19/11/2009,0.268,0.000,246.520,1.200,0.000,0.000,0.000
1/10/2010,0.338,0.052,241.180,1.400,0.000,0.000,1.000
25/10/2009,5.156,0.234,235.850,21.800,37.000,2.000,17.000
3/9/2010,0.890,0.194,243.670,3.800,0.000,2.000,0.000
3/5/2007,0.324,0.062,234.440,1.600,0.000,0.000,0.000
6/8/2007,3.500,0.108,234.880,14.800,0.000,0.000,17.000
3/4/2007,0.342,0.136,242.970,1.600,0.000,0.000,0.000
19/6/2008,0.266,0.000,237.930,1.000,0.000,0.000,1.000
19/8/2007,0.202,0.136,241.580,1.000,0.000,0.000,0.000
8/9/2009,0.136,0.000,242.140,0.600,0.000,0.000,1.000
12/9/2007,0.202,0.096,241.090,1.000,0.000,0.000,0.000
28/7/2007,0.402,0.250,234.480,2.000,0.000,2.000,0.000
1/8/2008,0.142,0.000,241.190,0.600,0.000,0.000,0.000
11/11/2010,1.764,0.112,232.190,7.600,0.000,0.000,17.000
8/2/2010,1.940,0.136,239.940,8.000,0.000,1.000,19.000
16/8/2010,0.266,0.072,240.730,1.200,0.000,0.000,1.000
21/2/2007,1.268,0.000,238.470,5.200,0.000,0.000,17.000
25/7/2010,0.248,0.102,241.450,1.000,0.000,2.000,0.000
4/2/2009,2.206,0.058,240.250,9.200,0.000,0.000,18.000
21/3/2009,0.302,0.106,245.450,1.200,0.000,1.000,0.000
15/1/2009,0.398,0.208,246.720,1.800,0.000,0.000,0.000
9/10/2007,0.292,0.064,239.470,1.200,0.000,0.000,0.000
21/5/2009,0.232,0.000,242.330,1.000,0.000,0.000,1.000
16/10/2007,5.916,0.204,233.560,25.200,0.000,72.000,17.000
30/6/2010,0.392,0.324,241.730,2.000,0.000,1.000,1.000
20/12/2007,0.332,0.100,242.360,1.400,0.000,0.000,0.000
20/10/2010,0.864,0.176,242.050,3.600,0.000,1.000,0.000
2/2/2007,3.910,0.070,239.000,16.200,0.000,0.000,18.000
5/8/2010,0.234,0.110,242.110,1.000,0.000,1.000,0.000
8/12/2009,0.648,0.356,249.430,3.000,0.000,2.000,0.000
1/12/2009,2.906,0.124,240.400,12.000,0.000,0.000,23.000
5/12/2007,2.142,0.098,237.030,9.000,0.000,0.000,0.000
8/1/2007,2.046,0.000,238.130,8.600,0.000,0.000,17.000
29/12/2007,2.364,0.062,237.960,9.800,0.000,0.000,0.000
25/2/2010,0.248,0.000,242.700,1.000,0.000,0.000,1.000
21/2/2008,0.406,0.076,244.520,1.800,0.000,0.000,0.000
26/3/2007,0.330,0.152,243.300,1.400,0.000,0.000,0.000
2/11/2008,0.430,0.058,242.190,2.000,0.000,0.000,0.000
27/10/2010,0.328,0.000,247.190,1.400,0.000,0.000,1.000
28/3/2008,0.294,0.076,242.190,1.200,0.000,0.000,0.000
30/8/2008,0.080,0.000,240.720,0.200,0.000,0.000,1.000
30/5/2009,3.784,0.058,237.400,15.800,0.000,37.000,18.000
5/10/2007,1.302,0.064,239.100,5.400,0.000,0.000,17.000
28/12/2008,0.396,0.192,241.100,1.800,0.000,0.000,0.000
18/7/2009,0.214,0.092,244.220,1.000,0.000,0.000,0.000
4/3/2010,0.328,0.064,245.010,1.400,0.000,0.000,0.000
16/8/2008,0.256,0.270,245.160,1.400,0.000,0.000,1.000
11/10/2010,0.308,0.000,240.200,1.400,0.000,0.000,1.000
4/6/2007,0.288,0.100,234.560,1.200,0.000,0.000,0.000
5/9/2009,5.840,0.400,232.290,25.200,72.000,0.000,17.000
10/4/2007,0.218,0.000,241.730,1.000,0.000,0.000,0.000
30/9/2010,1.374,0.140,242.110,6.200,0.000,2.000,9.000
21/7/2008,0.218,0.088,239.510,1.000,0.000,0.000,1.000
9/8/2009,0.214,0.132,243.980,1.000,0.000,1.000,1.000
23/8/2008,0.080,0.000,240.280,0.200,0.000,0.000,1.000
7/10/2010,0.336,0.068,240.300,1.400,0.000,0.000,0.000
23/6/2010,1.434,0.314,237.420,6.200,0.000,1.000,18.000
15/12/2009,0.290,0.000,247.710,1.200,0.000,0.000,0.000
10/2/2009,1.862,0.000,244.700,7.600,0.000,0.000,18.000
28/10/2008,0.428,0.248,238.870,2.000,0.000,2.000,0.000
27/12/2007,0.254,0.000,246.980,1.000,0.000,0.000,0.000
8/4/2009,0.312,0.000,242.550,1.400,0.000,0.000,0.000
2/7/2008,0.734,0.202,238.790,4.000,0.000,0.000,1.000
27/2/2007,0.306,0.128,245.160,1.400,0.000,2.000,0.000
13/1/2007,1.690,0.000,241.830,7.000,0.000,0.000,18.000
4/5/2007,0.776,0.086,238.420,3.800,1.000,0.000,9.000
7/11/2010,0.416,0.186,244.020,1.800,0.000,1.000,1.000
3/4/2007,0.350,0.170,241.270,1.600,0.000,0.000,0.000
5/3/2009,0.478,0.090,247.170,2.000,0.000,0.000,0.000
13/11/2007,1.332,0.046,240.870,5.400,0.000,0.000,18.000
10/8/2010,1.240,0.000,242.180,5.000,0.000,0.000,18.000
27/7/2008,0.224,0.096,238.720,1.000,0.000,2.000,0.000
15/1/2007,2.352,0.102,239.770,9.800,0.000,0.000,18.000
4/8/2009,0.140,0.000,244.170,0.600,0.000,0.000,0.000
3/5/2008,0.446,0.142,240.470,2.000,0.000,0.000,1.000
17/7/2007,0.236,0.144,235.270,1.200,0.000,1.000,0.000
13/12/2009,3.078,0.110,244.070,12.600,39.000,0.000,1.000
28/1/2007,2.284,0.046,238.580,9.400,0.000,1.000,0.000
13/2/2010,1.870,0.158,242.460,7.600,1.000,2.000,19.000
29/8/2009,0.402,0.380,242.850,2.200,0.000,2.000,1.000
5/9/2010,0.262,0.082,244.930,1.200,0.000,0.000,0.000
16/11/2008,0.366,0.156,241.740,1.600,0.000,2.000,0.000
21/11/2008,0.390,0.112,242.530,1.800,0.000,1.000,0.000
30/6/2008,0.802,0.116,241.570,3.200,0.000,0.000,11.000
5/4/2007,5.700,0.254,235.400,24.200,1.000,37.000,17.000
4/6/2010,0.250,0.078,242.020,1.000,0.000,0.000,1.000
28/5/2007,2.060,0.052,233.990,9.800,10.000,0.000,16.000
5/9/2007,0.200,0.082,238.700,0.800,0.000,0.000,0.000
29/7/2008,0.446,0.126,240.590,2.200,0.000,0.000,0.000
1/6/2007,1.246,0.000,235.610,5.200,0.000,0.000,17.000
21/7/2009,1.330,0.140,242.300,5.400,0.000,0.000,19.000
19/7/2008,0.374,0.216,238.660,1.800,0.000,0.000,1.000
17/6/2008,1.448,0.208,241.970,6.000,0.000,0.000,18.000
23/10/2008,0.700,0.108,242.370,3.200,0.000,0.000,1.000
7/2/2009,1.328,0.054,238.160,5.600,0.000,1.000,18.000
18/2/2010,2.792,0.146,238.740,11.600,0.000,0.000,19.000
26/8/2009,0.298,0.248,243.970,1.600,0.000,1.000,0.000
15/2/2010,1.458,0.076,244.450,5.800,0.000,0.000,19.000
21/1/2009,0.216,0.000,246.950,0.800,0.000,0.000,0.000
21/1/2007,0.506,0.000,243.630,2.000,0.000,0.000,0.000
19/5/2008,1.270,0.108,237.960,5.200,0.000,1.000,18.000
28/7/2008,0.352,0.232,239.580,1.800,0.000,2.000,1.000
4/5/2009,0.316,0.000,244.080,1.200,0.000,0.000,1.000
14/2/2007,1.706,0.220,242.000,7.000,0.000,1.000,18.000
31/5/2007,1.452,0.178,237.740,6.000,0.000,1.000,17.000
22/6/2008,0.298,0.198,237.300,1.400,0.000,1.000,1.000
3/5/2008,0.688,0.240,242.820,3.000,0.000,2.000,1.000
11/7/2007,1.342,0.000,242.650,5.400,0.000,0.000,18.000
10/10/2010,2.288,0.340,238.890,10.200,6.000,0.000,18.000
17/6/2009,1.882,0.114,240.890,7.800,0.000,0.000,29.000
23/8/2008,0.170,0.144,242.730,0.800,0.000,2.000,0.000
8/5/2007,3.526,0.000,233.320,15.000,36.000,1.000,17.000
12/12/2007,0.894,0.112,241.400,3.800,0.000,0.000,0.000
18/10/2008,0.248,0.000,243.160,1.000,0.000,0.000,0.000
12/5/2010,0.354,0.100,243.890,1.400,0.000,0.000,1.000
30/6/2009,1.414,0.000,239.650,6.000,0.000,0.000,18.000
20/1/2009,1.886,0.000,239.760,7.800,0.000,0.000,18.000
12/8/2009,0.332,0.258,241.740,1.600,0.000,0.000,1.000
30/8/2010,0.960,0.338,241.170,4.200,0.000,0.000,12.000
9/11/2008,1.972,0.308,238.420,8.200,1.000,0.000,17.000
6/1/2010,1.866,0.066,249.570,8.400,0.000,26.000,1.000
6/11/2007,0.316,0.144,236.490,1.400,0.000,0.000,0.000
29/6/2007,0.130,0.000,243.840,0.600,0.000,0.000,0.000
19/7/2007,0.120,0.000,233.370,0.600,0.000,0.000,0.000
20/11/2009,2.740,0.320,238.620,11.600,0.000,0.000,24.000
3/7/2007,0.372,0.214,240.360,1.800,0.000,1.000,0.000
29/5/2009,1.368,0.046,239.600,5.600,0.000,0.000,18.000
5/1/2008,0.280,0.000,243.080,1.200,0.000,0.000,0.000
18/7/2009,1.038,0.280,241.010,4.600,0.000,2.000,0.000
7/6/2007,0.742,0.060,235.840,3.000,0.000,1.000,0.000
28/5/2007,2.162,0.152,234.120,9.200,0.000,0.000,17.000
16/9/2010,0.304,0.178,240.640,1.400,0.000,2.000,1.000
21/7/2007,2.586,0.714,231.890,11.600,0.000,0.000,0.000
21/4/2007,0.628,0.234,241.130,3.000,0.000,0.000,0.000
28/10/2007,0.218,0.000,236.390,1.000,0.000,0.000,0.000
19/11/2009,0.396,0.236,244.610,1.800,0.000,1.000,1.000
2/5/2007,0.384,0.068,237.090,1.800,0.000,1.000,0.000
11/1/2008,0.222,0.000,241.570,1.000,0.000,0.000,0.000
26/7/2008,0.946,0.212,240.500,4.000,0.000,1.000,13.000
15/6/2009,0.778,0.112,239.990,3.200,0.000,0.000,12.000
20/11/2010,0.366,0.088,242.420,1.600,0.000,0.000,0.000
29/7/2007,0.174,0.082,233.050,0.800,0.000,0.000,0.000
9/8/2007,0.160,0.050,234.980,0.800,0.000,0.000,0.000
28/6/2007,1.254,0.094,236.140,5.200,0.000,1.000,17.000
22/7/2009,0.398,0.358,241.610,2.200,0.000,1.000,1.000
15/5/2007,2.092,0.054,235.290,8.800,0.000,1.000,17.000
18/4/2008,1.526,0.080,242.250,6.200,0.000,0.000,19.000
22/4/2007,3.674,0.176,237.390,15.400,0.000,38.000,17.000
29/10/2010,0.480,0.070,247.860,2.000,0.000,2.000,1.000
7/9/2008,1.750,0.070,240.820,8.600,20.000,0.000,1.000
13/7/2008,1.330,0.100,241.070,5.600,0.000,2.000,18.000
28/5/2010,0.258,0.114,241.660,1.200,0.000,0.000,0.000
31/5/2008,3.700,0.276,238.500,15.800,2.000,32.000,18.000
14/6/2007,1.362,0.000,241.830,5.600,0.000,0.000,18.000
12/11/2008,3.868,0.188,236.960,16.200,0.000,38.000,17.000
24/9/2008,0.524,0.242,241.830,2.400,0.000,0.000,1.000
7/3/2007,0.478,0.000,245.340,2.600,0.000,0.000,5.000
13/8/2008,0.264,0.278,242.310,1.400,0.000,1.000,1.000
11/12/2009,1.446,0.118,246.540,5.800,0.000,0.000,20.000
1/3/2007,0.224,0.000,245.230,1.000,0.000,0.000,0.000
9/4/2009,0.258,0.000,241.770,1.000,0.000,0.000,0.000
21/2/2007,2.014,0.170,238.050,8.400,0.000,1.000,18.000
10/3/2010,1.432,0.000,243.990,5.800,1.000,0.000,19.000
11/7/2010,0.756,0.388,239.970,3.800,0.000,0.000,6.000
27/7/2008,1.540,0.198,237.390,6.600,0.000,0.000,18.000
23/4/2010,0.386,0.186,242.160,1.800,0.000,1.000,1.000
26/4/2009,0.426,0.000,242.140,2.000,0.000,0.000,0.000
24/5/2009,3.366,0.204,240.500,14.400,0.000,0.000,18.000
8/10/2010,1.416,0.048,238.790,5.800,0.000,0.000,18.000
11/8/2010,0.156,0.000,241.260,0.600,0.000,0.000,1.000
14/5/2009,1.796,0.192,238.740,7.400,0.000,2.000,18.000
24/11/2009,3.046,0.144,241.900,12.600,0.000,0.000,19.000
11/12/2008,1.760,0.076,242.750,7.200,1.000,0.000,18.000
23/7/2009,0.864,0.088,241.470,3.600,0.000,0.000,1.000
30/10/2009,0.222,0.000,243.710,0.800,0.000,0.000,0.000
10/5/2009,3.822,0.120,239.410,16.000,38.000,1.000,18.000
2/7/2007,0.280,0.212,240.420,1.400,0.000,1.000,0.000
12/6/2009,0.454,0.064,243.490,2.000,0.000,0.000,0.000
4/10/2008,1.218,0.438,239.330,5.400,1.000,0.000,10.000
7/4/2007,1.242,0.080,241.170,7.000,0.000,2.000,0.000
2/5/2009,0.730,0.234,242.370,3.200,0.000,0.000,0.000
7/8/2009,0.278,0.226,241.230,1.400,0.000,1.000,1.000
20/5/2010,1.586,0.304,240.240,6.600,0.000,2.000,18.000
12/1/2007,0.316,0.170,243.870,1.400,0.000,0.000,0.000
18/7/2009,0.382,0.086,241.050,1.600,0.000,0.000,1.000
18/1/2008,0.426,0.084,242.550,1.800,0.000,0.000,0.000
16/5/2010,0.390,0.090,241.310,1.800,0.000,0.000,1.000
16/7/2007,0.222,0.110,237.900,1.000,0.000,0.000,0.000
12/9/2009,0.336,0.174,240.530,1.600,0.000,0.000,1.000
30/4/2009,1.188,0.250,242.280,5.000,0.000,1.000,1.000
7/11/2007,1.382,0.124,238.660,5.800,0.000,1.000,17.000
9/4/2007,2.706,0.288,237.910,11.400,39.000,0.000,0.000
9/12/2009,3.324,0.136,239.450,13.800,0.000,0.000,28.000
9/9/2010,1.310,0.074,240.350,5.400,0.000,0.000,19.000
24/8/2007,1.270,0.114,238.110,5.400,0.000,0.000,0.000
15/1/2007,1.268,0.000,240.060,5.200,0.000,0.000,17.000
12/4/2007,1.394,0.108,241.520,5.800,0.000,0.000,18.000
3/1/2010,1.376,0.000,244.680,5.600,1.000,0.000,0.000
19/9/2010,0.304,0.152,241.350,1.600,0.000,0.000,1.000
23/10/2010,1.746,0.152,240.380,7.200,0.000,2.000,18.000
3/3/2010,0.262,0.000,239.160,1.000,0.000,0.000,1.000
7/8/2008,0.178,0.152,241.270,0.800,0.000,0.000,1.000
16/1/2008,0.394,0.000,244.170,1.800,0.000,0.000,0.000
9/12/2007,0.400,0.122,243.450,1.600,0.000,0.000,0.000
10/11/2007,2.204,0.088,237.930,9.200,0.000,0.000,18.000
15/9/2010,0.284,0.166,238.820,1.400,0.000,1.000,1.000
3/4/2009,1.388,0.072,236.450,5.800,0.000,1.000,17.000
9/8/2007,0.122,0.000,234.780,0.600,0.000,0.000,0.000
25/4/2007,0.190,0.094,237.110,0.800,0.000,0.000,0.000
14/1/2007,2.304,0.088,237.360,9.600,0.000,2.000,0.000
23/2/2007,0.238,0.000,242.430,1.000,0.000,0.000,0.000
23/12/2009,0.318,0.124,249.790,1.400,0.000,0.000,0.000
20/9/2009,0.304,0.124,244.140,1.400,0.000,0.000,0.000
21/9/2010,0.168,0.050,238.410,0.800,0.000,0.000,0.000
25/7/2009,0.324,0.250,242.810,1.600,0.000,0.000,0.000
27/10/2008,0.210,0.050,243.690,0.800,0.000,0.000,0.000
3/7/2007,0.372,0.208,239.370,1.800,0.000,2.000,0.000
19/5/2010,0.274,0.000,243.880,1.200,0.000,0.000,0.000
16/8/2008,0.176,0.152,241.080,0.800,0.000,0.000,1.000
15/6/2010,1.520,0.106,239.670,6.400,0.000,0.000,18.000
22/10/2008,1.840,0.000,238.370,7.600,0.000,0.000,0.000
29/9/2010,1.500,0.172,241.640,6.200,0.000,2.000,19.000
13/2/2008,0.308,0.104,243.560,1.200,0.000,2.000,0.000
6/9/2008,0.216,0.082,239.310,1.000,0.000,0.000,1.000
14/9/2009,0.314,0.150,243.010,1.400,0.000,0.000,0.000
18/12/2006,0.292,0.094,243.060,1.400,0.000,0.000,0.000
3/10/2008,0.306,0.072,240.690,1.200,0.000,0.000,1.000
21/10/2007,1.920,0.102,238.380,8.000,1.000,0.000,0.000
6/1/2007,0.250,0.054,244.870,1.200,0.000,0.000,0.000
1/2/2008,3.022,0.364,235.920,13.000,0.000,0.000,17.000
9/12/2008,1.394,0.074,242.660,5.600,0.000,0.000,18.000
27/1/2007,2.162,0.118,242.160,9.000,1.000,0.000,18.000
14/5/2007,0.310,0.116,235.490,1.400,0.000,0.000,0.000
27/4/2010,1.494,0.204,241.730,6.200,0.000,1.000,19.000
10/1/2008,0.478,0.070,245.210,2.200,0.000,0.000,0.000
13/5/2008,0.340,0.246,240.560,1.600,0.000,2.000,1.000
20/4/2010,2.618,0.068,236.880,11.400,1.000,0.000,18.000
5/3/2009,1.516,0.146,238.750,6.400,0.000,0.000,18.000
6/11/2007,3.098,0.196,239.680,13.800,0.000,21.000,18.000
7/3/2008,0.216,0.000,240.780,0.800,0.000,0.000,0.000
27/4/2010,0.982,0.280,240.920,4.200,0.000,0.000,12.000
27/4/2009,0.376,0.110,241.340,1.600,0.000,0.000,1.000
15/2/2008,0.602,0.048,239.330,2.400,0.000,0.000,0.000
27/12/2007,0.438,0.282,246.640,2.000,0.000,2.000,0.000
19/11/2010,0.378,0.188,244.950,1.600,0.000,1.000,0.000
7/1/2009,0.438,0.180,248.120,1.800,0.000,1.000,0.000
19/2/2009,0.306,0.070,240.430,1.200,0.000,0.000,0.000
7/5/2008,0.358,0.086,240.210,1.800,0.000,0.000,1.000
16/3/2009,0.394,0.172,244.040,1.800,0.000,0.000,0.000
20/12/2006,3.558,0.118,239.500,14.800,0.000,38.000,17.000
13/8/2010,0.266,0.144,241.020,1.200,0.000,1.000,0.000
23/10/2008,0.246,0.000,244.180,1.000,0.000,0.000,1.000
29/1/2009,0.686,0.000,247.680,2.800,0.000,0.000,0.000
11/9/2009,1.212,0.000,241.590,5.000,0.000,0.000,19.000
3/8/2009,0.138,0.000,241.420,0.600,0.000,0.000,0.000
9/1/2010,2.070,0.410,244.440,8.600,0.000,2.000,19.000
13/4/2009,0.520,0.092,240.570,2.200,0.000,0.000,0.000
22/3/2010,3.288,0.588,238.750,14.000,0.000,1.000,18.000
23/4/2010,1.504,0.214,242.340,6.200,0.000,0.000,19.000
3/5/2009,0.300,0.086,239.240,1.200,0.000,2.000,1.000
8/9/2010,0.428,0.088,242.470,1.800,0.000,0.000,1.000
4/7/2008,0.284,0.198,242.900,1.400,0.000,2.000,1.000
29/4/2008,0.930,0.196,239.050,4.000,0.000,0.000,11.000
2/9/2008,1.338,0.000,237.500,5.600,0.000,0.000,18.000
4/4/2007,1.268,0.000,237.930,5.200,0.000,0.000,17.000
1/1/2008,1.286,0.000,242.380,5.200,0.000,0.000,0.000
18/3/2007,2.606,0.408,234.870,11.200,1.000,5.000,17.000
12/3/2010,0.498,0.106,242.350,2.600,0.000,1.000,4.000
16/4/2010,0.954,0.184,239.290,4.400,1.000,0.000,4.000
12/4/2008,0.342,0.110,246.410,1.400,0.000,1.000,1.000
9/12/2007,1.242,0.354,238.220,5.400,1.000,1.000,0.000
1/2/2008,1.620,0.098,243.110,6.600,0.000,0.000,18.000
29/10/2009,2.494,0.276,239.890,10.400,0.000,0.000,1.000
28/2/2007,0.296,0.106,239.490,1.200,0.000,1.000,0.000
2/2/2007,1.858,0.096,237.320,7.800,0.000,0.000,18.000
13/9/2008,1.206,0.000,239.670,5.000,0.000,0.000,19.000
26/4/2007,0.174,0.058,237.930,0.800,0.000,0.000,0.000
12/5/2007,0.708,0.236,235.830,3.200,0.000,2.000,0.000
12/12/2009,0.346,0.144,247.710,1.400,0.000,0.000,1.000
21/11/2007,0.324,0.066,244.010,1.400,0.000,0.000,0.000
12/6/2007,1.170,0.432,239.390,5.200,0.000,1.000,0.000
12/2/2009,0.322,0.090,247.680,1.400,0.000,0.000,0.000
22/2/2009,2.700,0.400,237.260,11.400,1.000,0.000,17.000
12/4/2008,1.960,0.432,240.340,8.200,0.000,1.000,19.000
24/10/2007,0.480,0.182,244.550,2.200,1.000,0.000,0.000
14/6/2010,0.284,0.108,242.530,1.200,0.000,0.000,0.000
2/10/2010,1.570,0.062,240.270,6.400,0.000,0.000,18.000
20/8/2009,0.290,0.228,243.680,1.400,0.000,1.000,1.000
12/10/2008,3.390,0.062,239.660,14.200,0.000,33.000,0.000
23/10/2010,2.504,0.128,236.280,10.600,0.000,1.000,18.000
19/6/2008,0.140,0.000,242.240,0.600,0.000,0.000,1.000
8/1/2009,1.990,0.066,241.070,8.200,2.000,0.000,18.000
28/12/2007,1.974,0.158,238.930,8.200,0.000,0.000,18.000
4/5/2007,3.076,0.430,230.850,13.400,36.000,0.000,0.000
20/11/2007,0.308,0.090,243.860,1.200,0.000,1.000,0.000
4/12/2009,0.290,0.000,246.300,1.200,0.000,0.000,0.000
12/10/2008,0.884,0.120,241.120,3.800,0.000,0.000,7.000
4/9/2008,6.838,0.230,228.010,30.000,35.000,0.000,1.000
6/7/2007,2.608,0.078,238.990,11.000,0.000,38.000,0.000
28/8/2010,0.374,0.198,243.010,1.800,0.000,0.000,1.000
7/1/2009,6.176,0.048,243.380,25.200,39.000,38.000,18.000
24/5/2007,0.290,0.000,238.740,1.400,0.000,0.000,0.000
29/3/2007,0.316,0.118,237.040,1.600,0.000,2.000,0.000
8/5/2009,0.450,0.120,238.150,2.000,0.000,1.000,0.000
28/8/2007,0.210,0.130,241.050,1.000,0.000,0.000,0.000
18/1/2007,0.316,0.148,240.930,1.400,0.000,0.000,0.000
29/12/2007,1.396,0.120,243.450,5.600,0.000,0.000,0.000
25/5/2010,0.252,0.078,240.890,1.200,0.000,0.000,1.000
2/4/2007,1.458,0.226,242.690,6.000,0.000,1.000,18.000
23/11/2009,0.412,0.000,246.060,1.600,0.000,0.000,0.000
17/8/2009,1.640,0.000,241.590,6.800,0.000,0.000,19.000
27/5/2008,7.044,0.590,235.010,30.200,0.000,64.000,17.000
4/8/2008,0.286,0.214,239.140,1.400,0.000,1.000,1.000
21/1/2009,0.342,0.062,246.800,1.400,0.000,0.000,0.000
3/12/2009,3.144,0.166,237.890,13.200,0.000,0.000,18.000
27/4/2007,0.360,0.196,233.090,1.800,0.000,0.000,0.000
2/9/2009,0.356,0.220,242.270,1.600,0.000,0.000,1.000
31/3/2007,1.500,0.000,240.110,6.200,0.000,1.000,18.000
6/10/2010,1.300,0.000,244.900,5.200,0.000,0.000,1.000
14/3/2010,1.120,0.000,237.980,4.600,0.000,0.000,0.000
8/2/2008,1.282,0.088,238.630,5.400,0.000,0.000,0.000
9/9/2009,2.026,0.104,240.430,8.800,0.000,27.000,1.000
1/9/2008,1.262,0.000,238.420,5.200,1.000,0.000,18.000
6/4/2010,0.406,0.198,243.590,1.800,0.000,0.000,0.000
6/7/2007,0.202,0.118,244.380,1.000,0.000,1.000,0.000
10/3/2007,0.396,0.218,242.250,1.800,0.000,0.000,0.000
15/11/2010,1.534,0.000,238.610,6.400,0.000,0.000,0.000
12/8/2009,0.934,0.274,241.990,4.000,0.000,0.000,12.000
3/2/2007,3.642,0.078,234.730,15.400,0.000,0.000,17.000
28/3/2008,3.306,0.000,240.700,13.800,0.000,34.000,18.000
7/12/2007,1.380,0.110,239.900,5.600,0.000,0.000,18.000
15/5/2010,1.336,0.000,241.860,5.400,0.000,0.000,18.000
26/11/2009,0.232,0.000,244.590,0.800,0.000,0.000,1.000
6/11/2007,0.958,0.164,241.440,4.000,0.000,5.000,0.000
7/7/2010,0.254,0.084,238.330,1.200,0.000,0.000,1.000
26/4/2009,0.828,0.132,242.610,3.400,0.000,0.000,0.000
21/5/2007,1.268,0.000,231.660,5.400,0.000,0.000,17.000
10/5/2007,1.162,0.000,236.070,4.800,0.000,0.000,17.000
7/6/2007,0.548,0.204,231.680,2.400,0.000,1.000,0.000
25/11/2008,1.266,0.074,242.030,5.200,0.000,0.000,0.000
18/4/2010,0.322,0.062,242.490,1.400,0.000,1.000,1.000
14/1/2007,1.840,0.156,235.510,7.800,0.000,0.000,17.000
27/2/2010,0.324,0.070,243.320,1.400,0.000,1.000,1.000
28/2/2009,0.390,0.114,245.620,1.800,0.000,0.000,0.000
14/2/2007,2.376,0.124,242.990,9.800,0.000,2.000,18.000
28/7/2010,0.330,0.234,245.150,1.600,0.000,0.000,0.000
23/5/2010,2.140,0.146,240.070,8.800,0.000,0.000,18.000
22/9/2009,0.666,0.216,241.040,2.800,0.000,0.000,1.000
20/3/2009,0.300,0.080,245.520,1.200,0.000,0.000,0.000
7/9/2007,3.360,0.056,232.860,14.400,36.000,0.000,17.000
13/10/2007,0.382,0.140,241.450,1.800,0.000,0.000,0.000
9/7/2009,0.346,0.080,241.530,1.600,0.000,0.000,1.000
8/6/2007,0.406,0.210,240.670,1.800,0.000,0.000,0.000
28/7/2008,0.264,0.114,240.290,1.200,0.000,0.000,1.000
15/11/2010,0.862,0.000,237.790,3.600,0.000,0.000,0.000
14/6/2007,0.196,0.108,239.690,0.800,0.000,0.000,0.000
25/5/2010,0.256,0.058,239.940,1.200,0.000,0.000,1.000
9/1/2010,0.344,0.132,247.470,1.400,0.000,0.000,1.000
